username,engagement,like_count,comment_count,share_count,view_count,hashtags,age_group,relatability_label,relatability_score
anon_1954,0.0450606585788561,25,1,0,577,"['trending', 'boymom', 'morganwallen', 'sahm', 'sahmlife', 'toddlermom', 'ijustwannalovesomebody', 'fypage', 'momsoftiktok', 'toddlersoftiktok', 'capcut', 'fypシ゚viral', 'สโลว์สมูท', 'raelenesjourney', 'สปีดสโลว์']",age3,everyday life situation,0.4719984233379364
anon_1955,0.3095238095238095,12,1,0,42,"['parkdays', 'firsttimemom', 'sahm', 'toddlermom', 'springweather', 'girlmom', 'momtok']",age3,everyday life situation,0.3333576619625091
anon_1956,0.3352668213457077,140,149,0,862,"['sahm', 'sahmlife', 'toddlermom', 'contentcreator', 'momtok', 'momsoftiktok', 'smallcontentcreator']",age3,relatable content,0.9928879141807556
anon_1957,0.0390920554854981,27,4,0,793,"['fyp', 'sahm', 'toddlermom', 'girlfashion', 'girlmom', 'babiesoftiktok', 'momsoftiktok', 'capcut', 'toddlergirlfashion', 'temuhaul', 'temutoddlerhaul', 'creatorsearchinsights']",age3,relatable content,0.4519002437591553
anon_1760,0.0457975118842925,2225,36,3,49435,"['breakfast', 'momlife', 'budget', 'sahm', 'sahmlife', 'toddlermom', 'wfhm', 'momsoftiktok', 'toddlermeals', 'fypシ', 'budgetmeals']",age3,relatable content,0.297749787569046
anon_1958,0.0648648648648648,57,1,2,925,"['toddler', 'momlife', 'newbaby', 'sahm', 'momtok', 'momsoftiktok', 'cleantok']",age3,everyday life situation,0.3632338047027588
anon_1959,0.0258928571428571,133,12,0,5600,"['christmas', 'santa', 'babies', 'familytime', 'grateful', 'momlife', 'christmaseve', 'christmasday', 'christmasmorning', 'christmascountdown', 'firstchristmas', 'vlogmas', 'christmasvlog', 'santacame', 'sahm', 'christmastraditions', 'giftideas', 'momvlog', 'momsoftiktok', 'christmastiktok', 'toddlersoftiktok', 'momcontent', 'sahmsoftiktok']",age3,everyday life situation,0.3142293691635132
anon_1960,0.0767676767676767,35,1,2,495,"['exhausted', 'sahm', 'babytok', 'momtok', 'momsoftiktok', 'toddlertok']",age3,relatable content,0.7401928901672363
anon_1961,0.0290112492599171,47,2,0,1689,"['coffee', 'morningroutine', 'weekends', 'momlife', 'morningcoffee', 'sahm', 'sahmlife', 'toddlermom', 'nescafe', 'nescafegold', 'momsoftiktok', 'coffeerecipe', 'tiktokshopfinds']",age3,relatable content,0.4125661253929138
anon_1962,0.023539668700959,26,1,0,1147,"['momlife', 'sahm', 'toddlertoys', 'tiktokshop', 'toddlersoftiktok']",age3,relatable content,0.9941140413284302
anon_1963,0.0888888888888888,24,4,0,315,"['latinas', 'momlife', 'latinamoms', 'sahm', 'sahmlife', 'toddlermom', 'momof3', 'toddlersoftiktok']",age3,everyday life situation,0.3665708899497986
anon_1964,0.04516711833785,45,3,2,1107,"['toddler', 'playtime', 'motherhood', 'toddlerlife', 'content', 'fyp', 'unwind', 'sahm', 'sahmlife', 'roadto10k', 'foryoupage', 'fypage', 'fypp', 'everythingiscontent', 'microcontentcreator']",age3,relatable content,0.9764277935028076
anon_1965,0.0456998920474991,204,42,8,5558,"['momlife', 'homeschool', 'homeschoollife', 'sahm', 'toddlermom', 'homeschooling', 'momof3', 'homeschooljourney', 'homeschoolmom', 'homeschoolcheck', 'homeschoolersoftiktok']",age3,everyday life situation,0.4817447662353515
anon_1966,0.1732283464566929,61,5,0,381,"['armywife', 'sahm', 'toddlermom', 'momtok']",age3,personal experience,0.3883053362369537
anon_1798,0.0429184549356223,8,2,0,233,"['mom', 'mama', 'moms', 'northshore', 'massachusetts', 'homeschool', 'fallvibes', 'stayathomemom', 'topsfieldfair', 'sahm', 'sahmlife', 'toddlermom', 'homeschooling', 'fairseason', 'bostonmom', 'fallthings', 'momtok', 'momtiktok', 'homeschoolmom', 'momsoftiktok', 'unschooling', 'northshorema', 'bostonmoms', 'preschoolathome', 'sahmsoftiktok', 'northshoremoms', 'homeschoolersoftiktok', 'momtokers', 'massachusettsmom', 'homeschoolpreschool', 'homeschoolingtoddler']",age3,relatable content,0.2751350104808807
anon_1709,0.1695501730103806,33,16,0,289,"['ootd', 'motherhood', 'fyp', 'cutemoments', 'sahm', 'toddlermom', 'boymomlife', 'fitcheck', 'fyppppppppppppppppppppppp']",age3,relatable content,0.3613188564777374
anon_1967,0.1035971223021582,66,6,0,695,"['motherhood', 'foryou', 'momlife', 'parentlife', 'boymom', 'momtalk', 'stayathomemom', 'momcomedy', 'workingmom', 'momstruggles', 'sketchcomedy', 'funnymoms', 'sahm', 'toddlermom', 'momlifestyle', 'motherhoodunplugged', 'realmotherhood', 'millennialmom', 'momsofticktok', 'honestmotherhood', 'momlifeunfiltered', 'momsoflittles', 'workingmomsofticktok']",age3,relatable content,0.4577698111534118
anon_1968,0.1497005988023952,44,5,1,334,"['mom', 'viral', 'daydrinking', 'foryou', 'momsbelike', 'momlife', 'content', 'fy', 'fyp', 'sahm', 'sahmlife', 'toddlermom', 'momtok', 'foryourpage', 'momsoftiktok', 'parentsoftiktok', 'dadsoftiktok', 'toddlertok', 'toddlersoftiktok', 'fypシ', 'capcut']",age3,everyday life situation,0.3328092992305755
anon_1969,0.1434771508807761,900,208,16,7834,"['coolmom', 'irishtwins', 'momhumor', 'sahm', 'babytok', 'momtok', 'momsoftiktok', 'toddlersoftiktok', 'relatablemomcontent', 'youreagoodmom', 'momminmads']",age3,relatable content,0.9937359094619752
anon_1970,0.1890410958904109,44,24,1,365,"['halloween', 'lifestyle', 'shopping', 'walmart', 'clothes', 'haul', 'rhodeisland', 'vlog', 'bigfamily', 'sahm', 'toddlermom', 'downsyndromemom']",age3,relatable content,0.2905269861221313
anon_1971,0.0170195101701951,36,5,0,2409,"['sahm', 'sahmlife', 'toddlermom', 'watertable', 'waterplay', 'toddlerplay', 'activitiesforkids', 'toddleractivities', 'activitiesfortoddlers']",age3,relatable content,0.4270035326480865
anon_1972,0.0088284463812761,404,16,50,53237,"['stpatricksday', 'fyp', 'sahm', 'toddlermom', 'leprechauntrap', 'toddlersoftiktok', 'toddleractivities']",age3,relatable content,0.9680861234664916
anon_1973,0.131367292225201,34,14,1,373,"['comfyclothes', 'blackfriday', 'momlife', 'comfy', 'christmasshopping', 'momoutfit', 'cybermonday', 'sahm', 'toddlermom', 'loungewear', 'stockingstuffer', 'momtok', 'momsoftiktok', 'tiktokshop', 'tiktokfinds', 'tiktokmademebuyit', 'tiktokshophaul', 'tiktokshopcybermonday', 'ConSantanderConecto']",age3,relatable content,0.4784311652183532
anon_1974,0.111587982832618,22,4,0,233,"['workingmom', 'sahm', 'toddlermom', 'onlinebusiness', 'mompreneur', 'workfromhomemom', 'startabusiness', 'legacybuilding', '900aday']",age3,relatable content,0.9961055517196656
anon_1975,0.0557620817843866,28,2,0,538,"['snacks', 'pickyeater', 'sahm', 'sahmlife', 'toddlermom', 'toddlersoftiktok', 'toddlermeals', 'toddlerplate', 'pickytoddler', 'whatmytoddlereats', 'whatmytoddlerate']",age3,relatable content,0.6963511109352112
anon_1976,0.1091581868640148,231,5,0,2162,"['fyp', 'boymom', 'sahm', 'toddlermom', 'momsoftiktok', 'formulafed']",age3,relatable content,0.4770712256431579
anon_1977,0.147239263803681,64,5,3,489,"['sahm', 'toddlermom', 'creatorsearchinsights']",age3,relatable content,0.8390512466430664
anon_1693,0.1,29,5,0,340,"['foryou', 'sickday', 'fyp', 'sickbaby', 'sahm', 'toddlermom', 'momtok', 'momsoftiktok', 'toddlersoftiktok', 'sahmsoftiktok', 'momsickday', 'sahmtok']",age3,relatable content,0.4234201312065124
anon_1978,0.2029850746268656,53,15,0,335,"['shy', 'youngmom', 'sahm', 'toddlermom', 'momtok', 'momsoftiktok', 'smallcontentcreator', 'fypシ']",age3,relatable content,0.6423474550247192
anon_1979,0.1298701298701298,37,11,2,385,"['food', 'mom', 'toddler', 'snack', 'keychain', 'foryou', 'lulu', 'foru', 'content', 'lululemon', 'dayinmylife', 'sahm', 'wristlet', 'toddlermom', 'contentcreator', 'shoplocal', 'momsoftiktok', 'toddlersoftiktok']",age3,relatable content,0.3999716341495514
anon_1980,0.1443089430894309,67,4,0,492,"['toddler', 'motherhood', 'southern', 'countryboy', 'countrylife', 'toddlerlife', 'farmlife', 'parenthood', 'boymom', 'sahm', 'sahmlife', 'farmboy', 'toddlermom', 'horsefarm', 'momhacks', 'motherhoodunplugged', 'momlifebelike', 'momtips', 'raisingkids', 'momtok', 'tiktokmama', 'firstimemom', 'momsoftiktok', 'momsontiktok', 'toddlertok', 'toddlersoftiktok', 'momoftiktok', 'momcontent', 'sahmsoftiktok', 'farmtok', 'motherhoodunfiltered']",age3,relatable content,0.4108384251594543
anon_1981,0.0208333333333333,6,1,1,384,"['bedhead', 'filter', 'confused', 'sos', 'fyp', 'whydoilooklikethat', 'sahm', 'toddlermom', '2under2']",age3,relatable content,0.7301275730133057
anon_1982,0.0227743271221532,8,2,1,483,"['4thofjuly', 'artsandcrafts', 'sahm', 'sahmlife', 'momtok', 'toddleractivities', 'toddlerartsandcrafts']",age3,relatable content,0.9106758236885072
anon_1983,0.0816901408450704,25,3,1,355,"['mom', 'toddler', 'momlife', 'fyp', 'sahm', 'kdp', 'momsoftiktok', 'toddlersoftiktok', 'toddleractivities', 'activityforkids']",age3,everyday life situation,0.4712209701538086
anon_1984,0.2673913043478261,95,23,5,460,"['summer', 'outside', 'jokes', 'summertime', 'realistic', 'homebody', 'expectationvsreality', 'boymom', 'sahm', 'sahmlife', 'toddlermom', 'expectationvreality', 'irishkids', 'isearchedformysparkandifoundit']",age3,relatable content,0.2882410585880279
anon_1985,0.1754966887417218,52,1,0,302,"['goodnight', 'viral', 'grwm', 'fyp', 'heatlesscurls', 'skincare', 'asmr', 'sahm', 'toddlermom', 'highmaintenance', 'beautyroutine', 'lowmaintenance', 'gurwm', 'haircare']",age3,personal experience,0.583846926689148
anon_1986,0.0718685831622176,17,4,14,487,"['family', 'motherhood', 'children', 'pricelessmoments', 'unplugged', 'grandkids', 'sweetmemories', 'bossmom', 'sahm', 'toddlermom', 'formoms', 'freebie', 'contentcreator', 'digitalmarketing', 'grandparentlove', 'momcontent', 'quit9to5']",age3,relatable content,0.3217892050743103
anon_1987,0.0966767371601208,25,7,0,331,"['pianopractice', 'sahm', 'michelemclaughlin', 'feral', 'practicewithme', 'wfhm', 'toddlersoftiktok']",age3,relatable content,0.8568354845046997
anon_1699,0.1194029850746268,43,5,0,402,"['christmas', 'relatable', 'toddler', 'viral', 'remote', 'followtrain', 'blackmoms', 'jobs', 'viralvideo', '1k', 'momlife', 'fy', 'fyp', 'vlog', 'roadto1k', 'dayoffbelike', 'dayoffwork', 'christmasshopping', 'christmascountdown', 'vlogmas', 'wfh', 'sahm', 'ditl', 'sahmlife', 'workingwithkids', 'stayathomemomlife', 'momvlog', 'vlogmasday3', 'boymomlife', 'fyoupage', 'toddlertok', 'toddlersoftiktok', 'toddlermomlife', 'wfhmom', 'fypシ', 'remotejobs', 'fyppppppppppppppppppppppp', 'sahmsoftiktok', 'wfhcheck', 'blackmomsoftiktok', 'wfhjobs', 'wfhmomlife', 'ditlofamom', 'blackmomtok', 'nonastheticmom', 'relatablecontent🖤']",age3,relatable content,0.4985877871513366
anon_1988,0.3317535545023696,142,61,7,633,"['morning', 'lifestyle', 'routine', 'morningroutine', 'motherhood', 'trending', 'creator', 'relateable', 'fyp', 'youngmom', 'vlog', 'sahm', 'ditl', 'sahmlife', 'toddlermom', 'momtok', 'moringinmylife', 'momsoftiktok', 'soloparenting', 'fypシ゚viral']",age3,everyday life situation,0.3438173234462738
anon_1989,0.0981012658227848,26,5,0,316,"['momlife', 'selfcare', 'momhack', 'sahm', 'sahmlife', 'toddlermom', 'momwin', 'momsupport', 'momof2', 'momadvice', 'momcoach', 'momsupportingmoms', 'sahmsupport', 'busyactivities', 'quickandeasyactivities']",age3,relatable content,0.2822633385658264
anon_1990,0.1323210412147505,324,38,4,2766,"['toddler', 'running', 'drink', 'reality', 'moms', 'hardday', 'toddlers', 'momlife', 'sahm', 'toddlermom']",age3,personal experience,0.2863868176937103
anon_1991,0.1518624641833811,43,8,2,349,"['teamwork', 'fyp', 'sahm', 'toddlermom', 'laidoff', 'contentcreator', 'momtok', 'tiktoktips', 'momsoftiktok', 'pregnantwithbaby2', 'microinfluencer', 'teamworktrend']",age3,everyday life situation,0.2839520275592804
anon_1992,0.0518292682926829,15,2,0,328,"['workout', 'mom', 'entrepreneur', 'boymom', 'sahm', 'toddlermom']",age3,relatable content,0.8094465136528015
anon_1993,0.0558252427184466,21,2,0,412,"['food', 'toddler', 'bread', 'baking', 'yummy', 'homemade', 'sahm']",age3,relatable content,0.9676779508590698
anon_1994,0.1176470588235294,24,12,0,306,"['horses', 'voiceover', 'horseriding', 'sahm', 'toddlermom', 'orginalcontent', 'horsesoftiktok', 'momsoftiktok', 'sahmsoftiktok', 'sahmcontent']",age3,personal experience,0.339941143989563
anon_1995,0.0303208713570797,101,2,0,3397,"['makeup', 'tarte', 'sahm', 'toddlermom', 'momof3', 'dadsoftiktok', 'sahmsoftiktok', 'momsunder25']",age3,relatable content,0.6696611046791077
anon_1996,0.0588817417120237,116,3,0,2021,"['momlife', 'toddlerlife', 'childrensbooks', 'sahm', 'toddlermom', 'bookreading', 'librosinfantiles', 'toddleractivities', 'booksforkids', 'childrenscontent', 'children_illustration', 'librosparanin', 'interactivelearningforkids', 'funinteractivelearning']",age3,relatable content,0.3662437498569488
anon_1997,0.0936902485659655,43,6,0,523,"['family', 'militarywife', 'stayathomemom', 'sahm', 'toddlermom', 'girlmom']",age3,relatable content,0.2981676757335663
anon_1998,0.1113734346130158,837,229,19,9742,"['drama', 'toddler', 'tea', 'help', 'twins', 'coffee', 'reality', 'motherhood', 'foryou', 'realistic', 'coffeeshop', 'fyp', 'boymom', 'twinmom', 'sahm', 'toddlermom', '2under2', 'momtok', 'foryoupage', 'toddlersoftiktok', 'realisticmomlife']",age3,relatable content,0.3114782571792602
anon_1552,0.067398119122257,82,4,0,1276,"['sew', 'spookyseason', 'sahm', 'toddlermom', 'playkitchen', 'momsover30', 'toddleractivities']",age3,relatable content,0.7108350992202759
anon_1570,0.0784313725490196,20,7,1,357,"['winter', 'motherhood', 'trending', 'realistic', 'fyp', 'homebody', 'stircrazy', 'wednesdaymorning', 'sahm', 'toddlermom', 'countdowntosummer', 'homemaker', 'morningvlog', 'momsoftiktok', 'momcontent', 'daysinside']",age3,everyday life situation,0.6206262111663818
anon_1999,0.0922619047619047,23,8,0,336,"['realtalk', 'riley', 'momlife', 'truetalk', 'wouldntchangeathing', 'sahm', 'momtok', 'fypage', 'toddlersoftiktok', 'capcut', 'fypシ゚viral']",age3,personal experience,0.342841774225235
anon_2000,0.0682492581602373,20,3,0,337,"['toddler', 'motherhood', 'motherdaughter', 'momanddaughter', 'momlife', 'toddlerlife', 'firsttimemom', 'sahm', 'sahmlife', 'newmom', 'toddlermom', 'girlmom', 'motherhoodunplugged', 'momtok', 'toddlermama', 'momsoftiktok', 'toddlertok', 'toddlersoftiktok', 'sahmsoftiktok', 'sahmtok', 'kitkat420bby']",age3,everyday life situation,0.3279909491539001
anon_2001,0.0772578890097932,70,1,0,919,"['dayinthelife', 'momlife', 'dayinmylife', 'sahm', 'sahmlife', 'toddlermom', 'morningvlog', 'momsoftiktok', 'morninginmylife', 'sahmtok']",age3,everyday life situation,0.5012286305427551
anon_2002,0.0686311429109395,690,37,2,10622,"['marriedlife', 'momlife', 'momoftwo', 'stayathomemom', 'yesmom', 'momhumor', 'sahm', 'sahmlife', 'toddlermom', 'girlmom', 'momofboth', 'millennialmom', 'gentleparenting', 'rachonlife']",age3,relatable content,0.3184046745300293
anon_1731,0.1498612395929695,468,16,2,3243,"['toddler', 'park', 'momlife', 'parkday', 'stayathomemom', 'momof5', 'sahm', 'toddlermom', 'busymom', 'realisticmom', 'busysahamama']",age3,relatable content,0.45318603515625
anon_0445,0.1409807355516637,142,18,1,1142,"['yum', 'viral', 'myfav', 'thebest', 'fyp', 'sahm', 'toddlermom', 'hersheysquirts', 'smallcontentcreator', 'kyliepittscoffee', 'microcintentcreator']",age3,relatable content,0.9909472465515136
anon_2003,0.1203155818540434,49,10,2,507,"['mommy', 'teamwork', 'seattle', 'grwm', 'fy', 'fyp', 'kbeauty', 'sahm', 'toddlermom', 'koreanskincare', 'girlsupportinggirls', 'koreantiktok', 'skinfluencer', 'skinfluenced']",age3,everyday life situation,0.2322383522987365
anon_2004,0.2706422018348624,101,16,1,436,"['sahm', 'sahmlife', 'girlmom', 'toddlersoftiktok', 'fypシ゚viral']",age3,relatable content,0.4446900188922882
anon_1776,0.0909090909090909,19,2,0,231,"['tuesday', 'morning', 'sleepy', 'goodmorning', 'viral', 'viralvideo', 'fyp', 'boymom', 'sahm', 'momsoftiktok', 'toddlersoftiktok']",age3,relatable content,0.2311094254255294
anon_2005,0.0859813084112149,218,10,2,2675,"['madebyme', 'sahm', 'toddlermom', 'tennesseefootball', 'smallbusiness', 'handmadegifts', 'smallbusinessowner']",age3,relatable content,0.3940953910350799
anon_2006,0.1777777777777777,35,19,2,315,"['sahm', 'toddlermom', 'momsoftiktok']",age3,relatable content,0.3649468421936035
anon_2007,0.1226415094339622,35,3,1,318,"['funny', 'toddler', 'hyperactive', 'fyp', 'sonanddad', 'sahm', 'fridayjr']",age3,relatable content,0.7545487880706787
anon_2008,0.1561561561561561,50,2,0,333,"['toddler', 'glasses', 'babyrasta', 'locs', 'mymini', 'sahm', 'girlmom', 'vlogtober', 'locthugga']",age3,relatable content,0.3650177121162414
anon_1776,0.1214953271028037,37,2,0,321,"['repost', 'like', 'follow', 'comment', 'goodmorning', 'wednesday', 'breakfast', 'morningroutine', 'viral', 'foryou', 'viralvideo', 'conversation', 'momlife', 'babytalk', 'fyp', 'sahm', 'viraltiktok', 'momsoftiktok', 'toddlersoftiktok']",age3,everyday life situation,0.285438984632492
anon_2009,0.0522022838499184,31,1,0,613,"['toddler', 'easter', 'eastereggs', 'reels', 'sahm', 'easteractivites', 'toddleractivities', 'easyactivitiesforkids', 'todderactivitiesathome', 'easterreels']",age3,relatable content,0.740670382976532
anon_2010,0.058531746031746,56,3,0,1008,"['grwm', 'sahm', 'toddlermom', 'momsoftiktok', 'momgrwm']",age3,relatable content,0.3702049851417541
anon_2011,0.1308749096167751,139,42,0,1383,"['sahm', 'sahmlife', 'toddlermom', 'momof2', 'leowife', 'momsoftiktok', 'leowifelife']",age3,relatable content,0.2465819865465164
anon_2012,0.0791268758526603,49,5,4,733,"['motherhood', 'meme', 'onlychild', 'momofone', 'sahm', 'sahmlife', 'toddlermom', 'pamom', 'toddlersoftiktok', 'memecut', 'pamomtok']",age3,everyday life situation,0.2779535949230194
anon_1292,0.1495778045838359,101,22,1,829,"['shopping', 'chickfila', 'fyp', 'wagon', 'boymom', 'twinmom', 'sahm', 'ditl', 'toddlermom', 'momof3', 'momofthree', '3under2', 'sahmsoftiktok', 'wonderfoldwagon', 'threeundertwo', 'fypシ゚viral', 'ditlofasahm']",age3,relatable content,0.5761423707008362
anon_2013,0.3024282560706401,81,43,13,453,"['mom', 'mama', 'coffee', 'moms', 'tts', 'homeschool', 'stayathomemom', 'sahm', 'sahmlife', 'toddlermom', 'roadto10k', 'homeschooling', 'contentcreator', 'womensupportingwomen', 'momtok', 'momtiktok', 'momsoftiktok', 'tiktokshop', 'growyouraccount', 'smallcontentcreator', 'microinfluencer', 'sahmsoftiktok', 'homeschoolersoftiktok', 'momtokers', 'tiktokaffiliate', 'creatorsearchinsights']",age3,relatable content,0.3267466723918915
anon_1724,0.0152800061120024,188,12,0,13089,"['toddler', 'dinner', 'fyp', 'CookWithMe', 'sahm', 'toddlermom', 'girlmom', 'easyrecipe', 'dinnerideas', 'easymeal', 'momtok', 'momsoftiktok', 'toddlersoftiktok', 'toddlermeals', 'fypシ', 'dinnertok']",age3,relatable content,0.3383651375770569
anon_2014,0.1188811188811188,28,5,1,286,"['family', 'winter', 'cold', 'snow', 'teamwork', 'coffee', 'knoxville', 'fyp', 'yeti', 'smokeymountains', 'whitechristmas', 'sahm', 'toddlermom', 'nescafe', 'explorepage', 'easttennessee', 'instantcoffee', 'girlmom', 'coffeetiktok', 'momfuel', 'fypage', 'toddlerwrangler', 'toddlersoftiktok', 'fypシ']",age3,everyday life situation,0.283530980348587
anon_2015,0.0678642714570858,29,4,1,501,"['daughter', 'school', 'goals', 'morning', 'pink', 'purple', 'food', 'mom', 'toddler', 'grow', 'walmart', 'lunch', 'monday', 'snacks', 'viralvideo', 'december', 'content', 'pickyeater', 'fyp', 'prep', 'schoollunch', 'sahm', 'momof2', 'contentcreator', 'girlmom', 'bentobox', 'momsoftiktok', 'momsover30', 'creatorrewardsprogram']",age3,relatable content,0.3879952430725097
anon_1697,0.1348039215686274,46,9,0,408,"['halloween', 'spooky', 'motherhood', 'fyp', 'sahm', 'toddlermom', 'toddleractivities']",age3,relatable content,0.2885946035385132
anon_2016,0.0381216864428174,138,2,11,3961,"['sahm', 'toddlermom', 'momsoftiktok', 'toddlersoftiktok']",age3,everyday life situation,0.568149983882904
anon_2017,0.1352657004830917,51,4,1,414,"['momlife', 'sahm', 'momtok', 'toddlersoftiktok']",age3,relatable content,0.3321364223957062
anon_2018,0.1364985163204747,34,12,0,337,"['foryou', 'sahm', 'putinthework', 'momsoftiktok', 'toddlersoftiktok', 'sahwm', 'fypシ゚viral']",age3,relatable content,0.2948441505432129
anon_2019,0.0385917400135409,103,11,0,2954,"['toddler', 'basketball', 'rainyday', 'ootd', 'snacks', 'moms', 'mommyandme', 'outfitoftheday', 'momanddaughter', 'purse', 'basketballgame', 'matchingoutfit', 'babyadri', 'momoutfit', 'highschoolbasketball', 'sahm', 'crossbody', 'lifewithatoddler', 'toddleroutfit', 'crossbodybag', 'raisingatoddler', 'leavingthehousewithkids', 'rainydayboots', 'sahmoftwo', 'mediumpurse', 'rainydayshoes', 'toddlerbag', 'snacksfortoddlers', 'toddlerneeds', 'toddleressentials', 'thetremusinis', 'toddleroutting', 'toddlerouttings', 'packingbagforatoddler', 'freshmanbasketballgame']",age3,relatable content,0.3649136126041412
anon_1566,0.2365591397849462,71,17,0,372,"['gymnastics', 'fyp', 'sahm', 'toddlermom', 'sahmlifestyle', 'sahmvlogs']",age3,relatable content,0.6250056624412537
anon_2020,0.0319609967497291,52,6,1,1846,"['routine', 'morningroutine', 'bedtime', 'viral', 'foryou', 'grwm', 'momlife', 'toddlerlife', 'fyp', 'preschool', 'montessori', 'bedtimeroutine', 'nighttimeroutine', 'asmr', 'sahm', 'sahmlife', 'schoolroutine', 'christianfamily', 'momsoftiktok', 'parentsoftiktok', 'toddlertok', 'momsover30', 'preschoolmom', 'montessorimom', 'montessoritoddler', 'momsoftiktokover30', 'momsoftiktokclub', 'bedtimeroutineforkids']",age3,relatable content,0.4208884835243225
anon_2021,0.2006079027355623,46,20,0,329,"['cute', 'mommy', 'toddler', 'cutebaby', 'babyboy', 'mommyson', 'mommylife', 'fy', 'sahm', 'sahmlife', 'roadto10k', 'growmyaccount', 'fypシ', 'jewelsllife']",age3,everyday life situation,0.4482185840606689
anon_0034,0.1581632653061224,108,46,1,980,"['toddler', 'mama', 'easter', 'foryou', 'momlife', 'fyp', 'sahm', 'toddlermom', 'easterbasket', 'momsoftiktok', 'toddlersoftiktok', 'easterbasketideas', 'easterbasket2024']",age3,relatable content,0.5597816705703735
anon_2022,0.1454545454545454,24,8,0,220,"['love', 'amen', 'livelaughlove', 'fyp', 'sahm', 'toddlermom', 'momminainteasy', 'coffeetiktok', 'fypシ', 'mominfluencer']",age3,everyday life situation,0.6159654855728149
anon_2023,0.0565193060996082,94,4,3,1787,"['pt', 'momlife', 'ot', 'vlog', 'specialneeds', 'boymom', 'jerseymikes', 'sahm', 'ditl', 'toddlermom', 'spendthedaywithme', 'ubereats', 'neurology', 'momtok', 'nuna', 'mystictan', 'pediatricneurologist', 'pediatricphysicaltherapy']",age3,everyday life situation,0.450226366519928
anon_2024,0.032258064516129,2,2,0,124,"['florida', 'christmas', 'prank', 'relationship', 'success', 'jokes', 'date', 'glee', 'motivation', 'bigsis', 'madeforme', 'jacksonville', 'mamamoo', 'jobs', 'momanddaughter', 'happyholidays', 'lbd', 'coolmom', 'fy', 'imintrouble', 'fyp', 'mindset', 'trolls', 'cfn', 'ididntmeanit', 'favoritesibling', 'ftd', 'boymom', 'shestilllovesme', 'datingadvice', 'alzheimer', 'firsttimemom', 'jobsbelike', 'iceball', 'sahm', 'toddlermom', 'corporate', 'caregiving', 'mylittlebarbie', 'dementa', 'babytok', 'momfriends', 'bosslifestyle', 'icetray', 'managment', 'momtok', 'longervideos', 'comedy', 'momsoftiktok', 'streetprank', 'hatemyboss', 'streetinterviews', 'mindsetmastery', 'sahmsoftiktok', 'xybca', 'perkyjackson', 'momfollowparty', 'bossandceo', 'alzheimersawreness', 'braiddamage', 'itoldyouweneededmoregliter', 'vasculardementa', 'madeformeremix', 'mainlymabnie', 'dementiaaawareness']",age3,personal experience,0.3309855759143829
anon_2025,0.1299638989169675,27,9,0,277,"['motherhood', 'firsttimemom', 'sahm', 'toddlermom', 'momfashion', 'momsoftiktok']",age3,relatable content,0.8664500713348389
anon_2026,0.1325301204819277,12,2,19,249,"['trending', 'viral', 'sahm', 'fypage', 'toddlersoftiktok']",age3,relatable content,0.5255098342895508
anon_2027,0.1207627118644067,47,10,0,472,"['cleaning', 'toddlers', 'content', 'fyp', 'lifeofamom', 'sahm', 'sahmlife', 'toddlermom', 'cleaninghacks', 'toddlersoftiktok', 'fypシ', 'cleantok', 'fyppppppppppppppppppppppp', 'sahmsoftiktok', 'cleaningtiktok', 'creatorsearchinsights']",age3,everyday life situation,0.2531649470329284
anon_2028,0.081967213114754,18,2,0,244,"['nails', 'girlsday', 'peircings', 'muchneeded', 'sahm', 'momofateen', 'sahmlife', 'toddlermom', 'momof3', 'bluecollarwife']",age3,everyday life situation,0.6292023658752441
anon_2029,0.0280179868557592,137,25,0,5782,"['motherhood', 'postpartum', 'momlife', 'firsttimemom', 'sahm', 'toddlermom', 'girlmom', 'wfhmom', 'twomomfamily', 'arizonamoms', '14monthspostpartum']",age3,personal experience,0.2905109822750091
anon_2030,0.0613496932515337,54,25,1,1304,"['running', 'fitmom', 'militarywife', 'fyp', 'boymom', 'sahm', 'toddlermom', 'amazonfinds', 'momsoftiktok', 'sahmsoftiktok', 'momcontentcreator']",age3,relatable content,0.4654927253723144
anon_2031,0.0476190476190476,20,1,0,441,"['athome', 'ttc', 'workoutplan', 'infertility', 'workoutwithme', 'sahm', 'toddlermom', 'athomeworkout', 'workingmoms', 'momsoftiktok']",age3,personal experience,0.3511815369129181
anon_0097,0.1171579743008314,126,4,25,1323,"['toddlers', 'momsbelike', 'momlife', 'toddlersbelike', 'boymom', 'beingamom', 'sahm', 'toddlermom', 'girlmom', 'sahmof2', 'mommasoftiktok', 'momsoftiktokclub', 'sahmtok']",age3,everyday life situation,0.3008574247360229
anon_2032,0.0588235294117647,38,5,7,850,"['sahm', 'toddlermom', 'tbbc', 'momsoftiktok', 'toddlerclothes', 'thebeaufortbonnetcompany', 'classicchildrensclothing']",age3,everyday life situation,0.8139827847480774
anon_2033,0.1149425287356321,68,12,0,696,"['viral', 'mentalhealth', 'sahm', 'toddlermom', 'paratii', 'fypシ', 'cleantok']",age3,relatable content,0.9825117588043212
